position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President,Nursultan Nazarbayev,Q57394,1991-12-16,2019-03-20,male,1940-07-06,,Нурсултан Назарбаев (03-06-2021).jpg,Nursultan Nazarbayev
President,Kassym-Jomart Tokayev,Q200881,2019-03-20,,male,1953-05-17,,Kassym-Jomart Tokayev (2020-02-01).jpg,Kassym-Jomart Tokayev
Prime Minister,Imangali Tasmagambetov,Q1377525,2002-01-22,2003-06-11,male,1956-12-09,,Тасмагамбетов Имангали Нургалиевич (cropped).jpg,Imangali Tasmagambetov
Prime Minister,Serik Akhmetov,Q57863,2012-09-24,2014-04-02,male,1958-06-25,,Serik Ahmetov.jpg,Serik Akhmetov
Prime Minister,Karim Massimov,Q209639,2014-04-02,2016-09-08,male,1965-06-15,,Karim Masimov.jpg,Karim Masimov
Prime Minister,Bakhytzhan Sagintayev,Q4404442,2016-09-08,2019-02-21,male,1963-10-13,,Sagintayev 2016.jpg,Bakhytzhan Sagintayev
Prime Minister,Askar Mamin,Q527063,2019-02-21,2022-01-05,male,1965-10-23,,Askar Mamin official portrait.jpg,Asqar Mamin
Prime Minister,Alihan Smaiylov,Q56825894,2022-01-05,,male,1972-12-18,,Älihan Smaiylov (2022-01-24) (cropped).jpg,Älihan Smaiylov
Deputy Prime Minister,Karim Massimov,Q209639,2001-11-27,2003-06,male,1965-06-15,,Karim Masimov.jpg,Karim Masimov
Deputy Prime Minister,Karim Massimov,Q209639,2006-01-18,2007-01-10,male,1965-06-15,,Karim Masimov.jpg,Karim Masimov
Deputy Prime Minister,Serik Akhmetov,Q57863,2009-03-03,2009-11-16,male,1958-06-25,,Serik Ahmetov.jpg,Serik Akhmetov
Deputy Prime Minister,Dariga Nazarbayeva,Q376532,2015-09-11,2016-09-13,female,1963-05-07,,Dariga Nazarbayeva 2019-10-17 (cropped).jpg,Dariga Nazarbayeva
Deputy Prime Minister,Erbolat Dosaev,Q4167136,2017-08-29,2019-02-25,male,1970-05-21,,Erbolat Dosaev (2018-05-10) (cropped).jpg,Erbolat Dosaev
Deputy Prime Minister,Mukhtar Tleuberdi,Q70254110,2019-09-08,,male,1968-06-30,,Mukhtar Tileuberdi (2020-02-02).jpg,Mukhtar Tleuberdi
Deputy Prime Minister,Sklyar Roman Vasilyevich,Q16436743,2019-09-18,2022-01-05,male,1971-05-08,,Roman Sklyar (2017-09-26) (cropped).jpg,Roman Sklyar
Deputy Prime Minister,Eraly Togjanov,Q16436597,2020-02-11,,male,1963-05-13,,Eraly Tugjanov (2016-04-06).jpg,Eraly Togjanov
Deputy Prime Minister,Bakhyt Sultanov,Q4445713,2022-01-11,,male,1971-11-29,,Бахыт Султанов (16-11-2021).jpg,Bakhyt Sultanov
